model,clip_id,segment_id,speaker_id,condition,noise_type,snr_db,ratio_english_words,ratio_hindi_words,reference,hypothesis,wer,cer,latency_sec
whisper_small,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,traffic,traffic,5,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,अची बैंविट ना मिलने पर आपी से रावडूट कर के देख सकते हैं अची बैंविट ना मिलने पर आपी से रावडूट कर के देख सकते हैं अची बैंविट ना मिलने पर आपी से रावडूट कर के देख सकते हैं अची बैंविट ना मिलने पर आपी से रावडूट कर के �,3.75,2.8666666666666667,3.5564420223236084
whisper_small,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,babble,babble,15,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,अची बैंविट ना मिलने पर आपी से राँडोट करके देख सकते हैं अची बैंविट ना मिलने पर आपी से राँडोट करके देख सकते हैं अची बैंविट ना मिलने पर आपी से राँडोट करके देख सकते हैं अची बैंविट ना मिलने पर आपी से राडोट करके देख सक,3.4166666666666665,2.8666666666666667,3.0525641441345215
whisper_small,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,babble,babble,10,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,अच्छी बैंविट ना मिलने पर आपी से रावड़ करके देख सकते हैं,0.4166666666666667,0.3333333333333333,0.939767599105835
whisper_small,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,babble,babble,5,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,अज्छी बैंविट ना मिलने पर आपीके राव्डोट करके देख सते हैं अग्छी बैंविट ना मिलने पर आपीके राव्डोट करके देख सते हैं अग्छी बैंविट ना मिलने पर आपीके राव्डोट करके देख सते हैं अग्छी बैंविट ना मिलने पर आपीके राव्�,2.9166666666666665,2.75,3.0436294078826904
whisper_small,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,indoor,indoor,15,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,अपी से डवं़ोट करते देख सकते हैं अपी से डवं़ोट करते देख सकते हैं,0.9166666666666666,0.6333333333333333,1.274707555770874
whisper_small,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,indoor,indoor,10,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,अची बैंबिट ना मिलने पर आपी से डाउन डोट करके देख सकते हैं अची बैंबिट ना मिलने पर आपी से डाउन डोट करके देख सकते हैं अची बैंबिट ना मिलने पर आपी से डाउन डोट करके देख सकते हैं अची बैंबिट ना मिलने पर आपी से डाउन डोट करके �,3.6666666666666665,2.933333333333333,3.4140055179595947
whisper_small,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,indoor,indoor,5,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,अची बैंविट ना मिलने पर आपी से डावन्डोट करके देख सकते हैं अची बैंविट ना मिलने पर आपी से डावन्डोट करके देख सकते हैं अची बैंविट ना मिलने पर आपी से डावन्डोट करके देख सकते हैं अची बैंविट ना मिलने पर आपी से डावन्डोट क,3.25,2.85,3.0358524322509766
whisper_small,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,clean,none,clean,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,"अपक्षा इस्पल चक्को है, हम भाशा को इंग्लिश यूए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्",1.2083333333333333,1.2857142857142858,3.075218677520752
whisper_small,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,traffic,traffic,15,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,"अपक्षा इस्पल्च्को है, हम भाशा को इंग्लिश यूर्गाई तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ �",1.5416666666666667,1.1428571428571428,3.522737979888916
whisper_small,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,traffic,traffic,10,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,"अपक्षा इस तल चक्को है, हम भाशा को इंगलिश यूर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर",2.875,1.6134453781512605,3.2412562370300293
whisper_small,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,traffic,traffic,5,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,"अपक्षा इस्पल चक्को है, हम भाशा को इंब्रिश यूए प्रजाए तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ तुछ त�",1.5833333333333333,1.1428571428571428,3.0347554683685303
whisper_small,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,babble,babble,15,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,तो अगर बाशा लगा ने दालिद हैं चुए शम्होता यंगिश यंदिया के पास पो शद्खोष ना हों तिसकी अपेख्षा इस भल चैको हैं हम भाशा को यंगिश युए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प्रजाए प,1.4166666666666667,1.1680672268907564,3.076103687286377
whisper_small,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,babble,babble,10,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,तो अगर बाशा तो आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप,2.3333333333333335,1.2100840336134453,3.7486073970794678
whisper_small,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,babble,babble,5,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,तुबकि समब होता एंगिन्डिया के पाष्वृष्वों बूश्वों यसकी अपेच्षा इस भोगच्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्च्�,0.9583333333333334,1.1764705882352942,3.0582540035247803
whisper_small,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,indoor,indoor,15,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो अगर तो गर तो गर तो गर तो गर तो गर तो गर तो गर तो गर तो गर तो,2.5416666666666665,1.4453781512605042,3.0972886085510254
whisper_small,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,indoor,indoor,10,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,"अपक्षा इस्टल्चक्को है, हम भाशा को इंग्लिश यूएग, अपक्षा इस्टल्चक्को है, हम भाशा को इंग्लिश यूएग, अपक्षा इस्टल्चक्को है, हम भाशा को इंग्लिश यूएग, अपक्षा इस्टल्चक्को है,",1.0416666666666667,1.050420168067227,2.678067922592163
whisper_small,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,indoor,indoor,5,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,तुब तुब आप इंडिया ने दालिद हैं। तुब तुब आप इंडिया के पास को शद्गोष ना हों जिसकी अपेखषा इस्पल चक को हैं। हम भाशा को इंडिया दालिद हैं।,1.0416666666666667,0.7310924369747899,2.4252779483795166
whisper_small,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,clean,none,clean,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,यहु अकाूंट स्टी युछर तू अट यहु डोट यें को कन्फिगर करें. मैंने यहु अकाूंट स्टी युछर तू अट यहु डोट यें को कन्फिगर करें. मैंने यहु अकाुंट स्टी युछर तू अट यहु डोट यें को कन्फिगर करें.,3.272727272727273,2.0434782608695654,3.1457269191741943
whisper_small,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,traffic,traffic,15,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,यहु अकाूंट अस्टी यूर्ट तू अट याहु डोट यें को कन्फिगर करें. मैंने याहु अकाूंट याहु अकाूंट याहु अकाूंट याहु अकाूंट याहु अकाूंट याहु अकाूंट याहु अकाूंट याहु अकाूंट याहु अकाूंट याहु अकाूंट य,2.909090909090909,2.260869565217391,3.0951879024505615
whisper_small,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,traffic,traffic,10,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,यहु अकाूंट अस्टी युदर तू अट याहु डोट यें को कन्फिगर करें. मैंने याहु अकाूंट यें करें.,1.3636363636363635,0.9855072463768116,1.411287546157837
whisper_small,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,traffic,traffic,5,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,यहु अकाूंट अस्टी युछव तू अट याहु डोट यें को कन्फिगर करें. मैंने याहु अकाूंट यें करें यागु अकाुंट यें करें.,1.6363636363636365,1.2318840579710144,1.749295949935913
whisper_small,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,babble,babble,15,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,"अपने याउ अकाण्ड, ॐट याउ दोड येंगो कन्पिगर करें. अपने याउ पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर पर �",5.818181818181818,2.8260869565217392,3.6060400009155273
whisper_small,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,babble,babble,10,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,यहु अखाूट अखार्चिए जो अगाउ यहु तो अगाउ तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो,6.0,2.8405797101449277,3.2657268047332764
whisper_small,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,babble,babble,5,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,यहु अक्वंट अस्टी युव तू अट यहु डोट यहु गड़ प्दिगर करे,1.0909090909090908,0.7391304347826086,1.050398826599121
whisper_small,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,indoor,indoor,15,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,यहु अकाूंट स्टी युर तू अट याहु डोत यें को कन्फिगर करें. मैंने याहु अकाूंट स्टी युर तू अट याहु डोत यें को कन्फिगर करें. मैंने याहु अकाूंट स्टी युर तू अट याहु डोत यें को कन्फिगर करें.,3.272727272727273,2.0434782608695654,2.751406192779541
whisper_small,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,indoor,indoor,10,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,यहु अकाूंट अस्टी यूर्ट तू अट याहु डोट यें को कन्फिगर करें. मैंने याहु अकाूंट यागु तू अट यें को कन्फिगर करें. मैंने यागु अकाुंट यें करें.,2.272727272727273,1.5217391304347827,2.1734635829925537
whisper_small,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,indoor,indoor,5,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,याहु अकाूंट अस्टी युछर्ट्वू अट याहु डोट यें को कन्फिगर करें. मैंने याहु अकाूंट याहु अकाूंट अस्टी युछर्ट्वू अट याहु डोट यें को कन्फिगर करें. मैंने याहु अकाुंट याहु अकाुंट याहु अकाुंट याहु अका�,2.909090909090909,2.2028985507246377,3.7334678173065186
whisper_small,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,clean,none,clean,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,अपने लिए तब बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर,2.3684210526315788,1.8571428571428572,3.0309741497039795
whisper_small,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,traffic,traffic,15,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,अपने लिए तब बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर,2.3684210526315788,1.8571428571428572,3.0735087394714355
whisper_small,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,traffic,traffic,10,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,अपने लिए तब बग़ाँ तब बग़ाँ तब बग़ाँ तब बग़ाँ तब बग़ाँ तब बग़ाँ तब ब़़ाँ तब ब़ाँ तब ब़ाँ तब ब़ाँ तब ब़ाँ तब ब़ाँ तब ब़ाँ तब ब़ाँ तब ब़ाँ तब ब़ाँ तब ब़ाँ तब ब़ाँ त,2.0526315789473686,1.619047619047619,5.815471649169922
whisper_small,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,traffic,traffic,5,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,अदिएक सकते हैं कि एक ने दिप्प्लिकेट स्लाइद बाज जोडी गई जोडी गई हैं,0.6842105263157895,0.5952380952380952,1.3301098346710205
whisper_small,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,babble,babble,15,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,अवारी पहली बनाएगे नद के बाज जोडी गई हैं,0.8421052631578947,0.6428571428571429,0.7496988773345947
whisper_small,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,babble,babble,10,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,अपने बाज ज़ाएड बाज ज़ोगी नहीं तो बगर प्लिक गर अपने बाज नहीं तो बगर प्लिक गर अपने बाज नहीं तो बगर प्लिक गर अपने बाज नहीं तो बगर प्लिक गर अपने बाज नहीं तो बगर प्लिक गर अपने बाज नहीं तो बगर प्लिक गर अपन,2.4210526315789473,1.9285714285714286,3.0880024433135986
whisper_small,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,babble,babble,5,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,अपने बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बाद बा�,2.3157894736842106,1.8452380952380953,3.0854997634887695
whisper_small,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,indoor,indoor,15,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,अपने लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लिए तब लि,2.6315789473684212,1.7976190476190477,3.412964344024658
whisper_small,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,indoor,indoor,10,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,अपने लिए तब बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर बगर,2.3684210526315788,1.8571428571428572,3.4593558311462402
whisper_small,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,indoor,indoor,5,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,अदिएक स्लाइद के बाज जोडी गई हैं,0.8947368421052632,0.7261904761904762,0.6236782073974609
whisper_small,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,clean,none,clean,0.5,0.5,play पर click करें,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�,9.5,10.11111111111111,3.096428871154785
whisper_small,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,traffic,traffic,15,0.5,0.5,play पर click करें,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�,9.5,10.11111111111111,3.247451066970825
whisper_small,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,traffic,traffic,10,0.5,0.5,play पर click करें,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�,9.5,10.11111111111111,8.574400663375854
whisper_small,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,traffic,traffic,5,0.5,0.5,play पर click करें,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�,9.5,10.11111111111111,3.098315477371216
whisper_small,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,babble,babble,15,0.5,0.5,play पर click करें,अपने अपने अपने प्रचाँई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचाई प्रचा,6.5,9.38888888888889,3.4156055450439453
whisper_small,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,babble,babble,10,0.5,0.5,play पर click करें,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�,9.5,10.11111111111111,3.535398244857788
whisper_small,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,babble,babble,5,0.5,0.5,play पर click करें,अदिए तो बदिए तो बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए बदिए ब,8.5,8.833333333333334,3.1130754947662354
whisper_small,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,indoor,indoor,15,0.5,0.5,play पर click करें,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�,9.5,10.11111111111111,3.1150989532470703
whisper_small,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,indoor,indoor,10,0.5,0.5,play पर click करें,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�,9.5,10.11111111111111,3.5915958881378174
whisper_small,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,indoor,indoor,5,0.5,0.5,play पर click करें,अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अ�,9.5,10.11111111111111,3.261871576309204
